segment_id,route,km_marker,rail_temperature_c,vibration_level,track_stress_nm,wear_index_min,track_age_years,traffic_load_trains_per_day,last_inspection_days_ago,defect_detected,infra_risk_score,risk_level
SEG-08093,MAS-SBC,328.3,38.2,2.01,40.8,157,1,66,162,0,36.0,Warning
SEG-08094,TVC-LTT,347.8,36.2,2.0,35.7,160,28,52,298,0,48.3,Warning
SEG-08095,TVC-LTT,43.8,39.3,2.88,28.8,162,29,40,249,0,47.7,Warning
SEG-08096,HYB-MAS,214.6,41.8,1.89,48.3,167,35,114,190,0,52.5,Warning
SEG-08097,MAS-SBC,69.8,51.2,2.25,37.4,169,17,82,12,0,38.4,Warning
SEG-08098,MAS-NZM,91.9,51.3,1.65,41.5,172,11,61,68,0,37.5,Warning
SEG-08099,MAS-CBE,261.0,47.4,1.93,39.0,174,37,124,41,0,46.6,Warning
SEG-08100,MAS-NZM-2,342.2,51.7,2.53,30.5,176,7,145,260,0,40.4,Warning
SEG-08101,MAS-NZM-2,208.2,52.1,2.99,27.8,178,26,134,126,0,44.5,Warning
SEG-08102,MAS-CBE,297.7,49.9,2.32,37.7,180,23,62,226,0,47.6,Warning
SEG-08103,HYB-MAS,3.1,33.7,1.43,46.0,182,18,87,210,0,45.7,Warning
SEG-08104,MAS-SBC,12.8,40.7,1.52,41.6,184,29,45,333,0,52.1,Warning
SEG-08105,MAS-SBC,208.9,42.8,3.05,31.5,187,39,180,330,0,57.1,High
SEG-08106,TVC-LTT,136.1,34.7,1.79,48.7,189,34,127,265,0,55.7,High
SEG-08107,MAS-NZM,311.4,48.4,2.49,30.4,191,38,52,171,0,50.6,Warning
SEG-08108,ERS-MAS,105.7,35.1,1.29,49.0,194,8,68,1,0,37.8,Warning
SEG-08109,MAS-SBC,151.2,39.8,2.56,33.7,199,21,103,364,0,51.5,Warning
SEG-08110,MAS-CBE,184.8,33.5,3.8,26.3,202,21,60,349,0,52.5,Warning
SEG-08111,ERS-MAS,95.6,42.6,5.66,18.5,204,36,55,209,0,57.4,High
SEG-08112,MAS-NZM-2,318.0,44.2,2.24,33.1,209,17,114,241,1,71.3,High
SEG-08113,ERS-MAS,162.6,47.0,1.59,45.1,0,16,138,72,0,26.9,Safe
SEG-08114,MAS-NZM,148.5,39.0,1.69,45.6,3,15,169,273,0,32.8,Warning
SEG-08115,MAS-CBE,297.4,44.1,7.73,13.5,5,15,194,89,0,35.0,Warning
SEG-08116,MAS-NZM,109.2,46.9,1.16,57.2,10,17,102,20,0,29.5,Safe
SEG-08117,ERS-MAS,286.1,47.4,4.87,19.6,12,1,39,315,0,30.0,Safe
SEG-08118,HYB-MAS,42.8,38.2,1.39,47.5,14,13,106,141,0,29.0,Safe
SEG-08119,MAS-SBC,64.0,33.5,2.21,33.0,16,38,171,333,0,41.3,Warning
SEG-08120,MAS-CBE,332.8,32.9,0.96,55.2,18,10,145,175,0,30.5,Warning
SEG-08121,HYB-MAS,294.9,47.4,3.49,26.4,20,33,190,50,0,33.6,Warning
SEG-08122,ERS-MAS,135.8,39.8,3.84,27.0,22,26,119,94,0,33.6,Warning
SEG-08123,MAS-SBC,223.5,34.7,2.12,46.4,24,12,92,168,0,32.0,Warning
SEG-08124,TVC-LTT,330.0,35.7,2.02,36.8,27,19,35,55,0,28.2,Safe
SEG-08125,HYB-MAS,74.2,47.4,2.33,41.0,32,15,46,51,0,29.3,Safe
SEG-08126,HYB-MAS,20.7,44.0,1.65,47.8,34,5,64,332,0,33.7,Warning
SEG-08127,ERS-MAS,188.1,42.1,1.54,37.9,36,2,184,270,0,27.3,Safe
SEG-08128,MAS-NZM-2,49.9,44.4,2.81,33.8,38,14,32,362,0,36.9,Warning
SEG-08129,ERS-MAS,65.6,34.7,2.68,31.3,41,29,198,145,0,35.6,Warning
SEG-08130,HYB-MAS,312.0,38.2,2.05,39.2,43,1,21,77,0,24.2,Safe
SEG-08131,MAS-SBC,2.6,39.3,1.31,43.1,45,13,95,129,0,29.4,Safe
SEG-08132,MAS-NZM-2,285.9,38.0,1.14,49.6,50,32,124,111,0,38.1,Warning
SEG-08133,ERS-MAS,180.9,49.0,1.29,50.0,55,34,116,1,0,36.9,Warning
SEG-08134,MAS-CBE,195.8,43.3,1.73,46.1,58,14,106,26,0,30.3,Warning
SEG-08135,ERS-MAS,235.1,46.1,2.81,32.4,60,38,78,116,0,40.4,Warning
SEG-08136,HYB-MAS,151.0,36.2,2.25,36.3,62,38,33,174,0,41.8,Warning
SEG-08137,HYB-MAS,40.5,36.7,1.78,39.7,64,15,122,13,0,28.7,Safe
SEG-08138,TVC-LTT,36.0,35.9,2.51,32.4,67,39,196,34,0,38.2,Warning
SEG-08139,ERS-MAS,264.0,45.1,1.09,54.9,72,6,49,318,0,37.5,Warning
SEG-08140,HYB-MAS,77.4,38.3,2.35,38.2,74,29,129,232,0,41.9,Warning
SEG-08141,MAS-CBE,9.8,39.6,2.85,28.0,76,37,117,73,0,38.7,Warning
SEG-08142,MAS-NZM,342.9,45.6,1.31,49.9,78,19,28,51,0,34.4,Warning
SEG-08143,MAS-NZM-2,343.1,51.0,1.63,49.8,80,1,43,211,0,33.2,Warning
SEG-08144,MAS-NZM,132.3,34.8,1.8,40.4,83,21,131,215,0,38.3,Warning
SEG-08145,MAS-NZM-2,8.9,32.8,1.97,42.7,85,39,60,41,0,41.7,Warning
SEG-08146,MAS-CBE,254.5,35.4,3.01,32.1,88,18,51,311,0,41.0,Warning
SEG-08147,ERS-MAS,290.9,46.1,2.12,31.8,91,27,194,94,0,35.9,Warning
SEG-08148,TVC-LTT,43.8,35.2,1.62,41.0,93,28,40,189,0,40.7,Warning
SEG-08149,HYB-MAS,47.4,43.0,1.86,39.5,95,8,189,135,0,32.0,Warning
SEG-08150,HYB-MAS,287.8,43.3,1.51,50.4,98,31,89,206,0,45.5,Warning
SEG-08151,HYB-MAS,322.7,37.2,1.49,41.3,101,12,130,2,0,29.9,Safe
SEG-08152,ERS-MAS,276.8,32.7,1.77,40.9,104,6,108,204,0,34.1,Warning
SEG-08153,MAS-NZM-2,70.3,39.3,1.57,45.7,106,26,21,241,0,43.8,Warning
SEG-08154,MAS-CBE,144.0,35.2,1.97,42.4,108,16,178,258,0,40.8,Warning
SEG-08155,HYB-MAS,210.3,35.1,1.31,52.1,110,30,75,156,0,44.7,Warning
SEG-08156,MAS-NZM,56.1,41.8,0.67,52.4,112,19,177,54,0,36.2,Warning
SEG-08157,HYB-MAS,73.7,44.9,2.77,30.9,114,18,34,94,0,36.0,Warning
SEG-08158,ERS-MAS,99.0,33.0,1.92,46.9,116,24,37,314,0,47.3,Warning
SEG-08159,MAS-CBE,178.3,43.0,1.35,40.8,118,20,51,61,0,35.3,Warning
SEG-08160,TVC-LTT,178.8,36.4,2.97,31.2,120,7,33,360,0,40.3,Warning
SEG-08161,MAS-CBE,285.0,45.0,2.62,30.3,125,7,71,168,0,34.1,Warning
SEG-08162,MAS-NZM,263.6,47.7,3.18,30.2,128,16,41,274,0,42.2,Warning
SEG-08163,HYB-MAS,319.8,47.6,2.36,35.0,133,14,33,25,0,34.2,Warning
SEG-08164,HYB-MAS,291.5,38.9,2.36,36.4,135,12,53,356,0,43.2,Warning
SEG-08165,MAS-SBC,88.9,42.8,1.77,40.9,137,29,105,48,0,41.1,Warning
SEG-08166,MAS-NZM-2,116.0,47.3,2.24,33.2,139,15,75,189,0,38.6,Warning
SEG-08167,MAS-NZM,175.1,32.8,2.53,31.4,141,8,196,53,0,32.7,Warning
SEG-08168,MAS-SBC,5.0,43.7,1.08,47.1,143,39,82,241,0,50.6,Warning
SEG-08169,MAS-CBE,316.4,48.3,3.04,30.6,148,9,163,27,0,34.1,Warning
SEG-08170,TVC-LTT,15.5,39.1,3.36,26.3,150,28,99,59,0,41.8,Warning
SEG-08171,MAS-NZM-2,112.9,40.9,2.06,45.7,153,27,59,186,0,47.9,Warning
SEG-08172,MAS-NZM,199.2,45.8,2.75,34.5,155,7,57,141,0,37.5,Warning
SEG-08173,HYB-MAS,181.2,33.1,2.49,28.9,160,14,165,57,0,35.5,Warning
SEG-08174,MAS-CBE,229.1,39.5,1.92,37.0,162,11,42,195,0,39.4,Warning
SEG-08175,MAS-NZM,184.6,37.7,1.18,52.3,167,32,129,106,0,48.3,Warning
SEG-08176,HYB-MAS,80.2,32.1,1.61,41.2,169,28,67,280,0,49.2,Warning
SEG-08177,MAS-NZM-2,70.4,35.6,2.31,40.0,172,6,101,168,0,39.8,Warning
SEG-08178,HYB-MAS,317.5,39.5,1.58,44.9,174,35,193,335,0,54.9,Warning
SEG-08179,TVC-LTT,92.4,35.5,1.07,52.1,176,6,132,246,0,42.7,Warning
SEG-08180,MAS-CBE,98.3,43.7,2.28,35.4,178,24,41,340,0,50.1,Warning
SEG-08181,ERS-MAS,144.5,40.5,2.61,42.3,180,9,144,214,0,44.5,Warning
SEG-08182,HYB-MAS,48.8,32.3,3.88,23.7,183,2,73,2,0,33.7,Warning
SEG-08183,TVC-LTT,177.5,37.1,2.8,32.7,185,38,59,304,0,55.5,High
SEG-08184,ERS-MAS,232.8,32.0,1.65,47.3,188,14,49,354,0,49.7,Warning
SEG-08185,MAS-CBE,275.1,38.8,5.68,17.7,190,31,61,182,0,53.4,Warning
SEG-08186,MAS-NZM-2,249.0,36.7,2.25,41.0,192,30,189,302,0,54.2,Warning
SEG-08187,MAS-NZM-2,51.7,45.3,3.84,25.4,194,27,146,183,0,49.4,Warning
SEG-08188,MAS-CBE,159.6,37.6,1.63,46.3,196,36,101,95,0,51.1,Warning
SEG-08189,MAS-CBE,13.5,39.0,2.11,38.8,198,31,72,156,0,49.9,Warning
SEG-08190,MAS-NZM,6.2,46.1,4.74,21.0,201,6,20,180,0,43.2,Warning
SEG-08191,TVC-LTT,154.0,41.2,2.63,37.2,203,18,125,97,0,44.8,Warning
SEG-08192,TVC-LTT,88.5,42.6,2.69,29.8,206,14,46,277,0,46.1,Warning
SEG-08193,MAS-CBE,239.2,48.3,0.36,65.2,209,20,36,238,1,77.7,Critical
SEG-08194,MAS-SBC,253.5,35.5,4.1,22.3,211,11,82,343,0,48.9,Warning
SEG-08195,MAS-SBC,313.4,51.0,1.5,45.7,213,37,147,298,0,57.8,High
SEG-08196,ERS-MAS,266.2,49.3,1.21,53.9,215,4,188,13,1,64.7,High
SEG-08197,ERS-MAS,16.9,37.0,2.64,33.6,217,6,140,301,0,45.8,Warning
SEG-08198,MAS-SBC,130.1,49.1,1.89,45.7,219,23,141,346,0,55.5,High
SEG-08199,MAS-CBE,95.6,46.2,1.2,48.9,222,8,146,182,0,44.6,Warning
SEG-08200,MAS-CBE,135.1,49.7,3.31,27.0,225,30,185,155,1,76.2,Critical
SEG-08201,ERS-MAS,56.0,45.0,1.5,42.4,0,36,141,251,0,38.1,Warning
SEG-08202,HYB-MAS,34.2,44.6,3.83,25.1,2,11,85,281,0,30.8,Warning
SEG-08203,MAS-CBE,182.3,31.2,2.92,32.4,5,5,192,177,0,25.7,Safe
SEG-08204,MAS-SBC,252.1,40.7,1.78,40.1,7,3,42,360,0,29.3,Safe
SEG-08205,TVC-LTT,245.7,35.3,3.39,27.8,10,15,167,71,0,26.8,Safe
SEG-08206,MAS-CBE,157.8,37.7,1.62,47.3,12,2,55,84,0,23.8,Safe
SEG-08207,MAS-CBE,182.8,50.7,1.83,43.5,15,2,189,189,0,26.2,Safe
SEG-08208,HYB-MAS,180.7,32.8,2.14,42.6,17,8,169,92,0,26.6,Safe
SEG-08209,ERS-MAS,242.0,45.5,1.8,44.0,19,30,30,69,0,33.8,Warning
SEG-08210,MAS-CBE,16.8,34.6,1.3,46.9,21,5,47,308,0,30.7,Warning
SEG-08211,MAS-NZM-2,248.5,31.2,2.72,29.4,23,30,64,164,0,34.5,Warning
SEG-08212,MAS-NZM,203.8,41.1,2.95,33.3,28,10,143,179,0,29.8,Safe
SEG-08213,MAS-SBC,69.3,34.3,0.94,48.9,30,33,141,33,0,34.0,Warning
SEG-08214,MAS-NZM-2,17.2,50.4,2.21,33.5,35,24,169,53,0,30.0,Safe
SEG-08215,ERS-MAS,38.0,35.1,1.3,45.8,38,19,100,216,0,34.4,Warning
SEG-08216,TVC-LTT,183.6,34.8,1.57,43.1,40,30,178,202,0,38.2,Warning
SEG-08217,MAS-NZM,265.4,31.7,1.18,61.9,42,25,30,38,0,37.2,Warning
SEG-08218,MAS-NZM-2,117.1,37.5,2.38,37.1,44,11,55,261,0,33.3,Warning
SEG-08219,MAS-NZM,132.7,31.4,1.85,37.8,46,35,97,31,0,34.8,Warning
SEG-08220,MAS-SBC,327.0,40.8,1.96,34.3,48,1,54,288,0,28.4,Safe
SEG-08221,ERS-MAS,74.6,40.9,2.23,35.2,50,17,146,5,0,27.9,Safe
SEG-08222,MAS-CBE,36.3,32.0,1.51,43.0,53,31,170,179,0,38.7,Warning
SEG-08223,TVC-LTT,120.2,35.7,3.42,27.9,56,6,48,54,0,26.7,Safe
SEG-08224,ERS-MAS,261.1,47.6,0.94,54.9,58,13,170,219,0,35.8,Warning
SEG-08225,MAS-NZM,219.1,40.2,1.91,35.2,60,26,143,284,0,38.8,Warning
SEG-08226,MAS-NZM-2,145.5,39.6,2.12,36.6,62,36,35,268,0,43.4,Warning
SEG-08227,MAS-SBC,337.7,44.9,1.29,61.4,64,5,122,200,0,36.1,Warning
SEG-08228,MAS-SBC,257.2,45.2,2.07,51.4,66,14,103,273,0,40.5,Warning
SEG-08229,ERS-MAS,21.7,46.2,1.48,49.3,69,15,166,264,0,38.4,Warning
SEG-08230,MAS-CBE,260.6,47.6,3.32,27.4,72,12,115,226,0,34.4,Warning
SEG-08231,MAS-NZM-2,8.4,35.6,3.31,26.9,74,8,69,18,0,27.2,Safe
SEG-08232,MAS-CBE,227.6,32.3,1.46,48.8,76,31,62,243,0,44.1,Warning
SEG-08233,MAS-CBE,73.7,38.6,0.92,49.7,78,26,38,117,0,37.6,Warning
SEG-08234,MAS-NZM-2,243.8,48.1,1.64,43.2,80,29,132,10,0,35.9,Warning
SEG-08235,MAS-NZM,108.4,32.6,2.13,39.7,83,4,140,39,0,27.8,Safe
SEG-08236,ERS-MAS,305.6,42.6,1.6,50.9,85,28,37,41,0,39.3,Warning
SEG-08237,ERS-MAS,117.9,45.1,1.92,41.1,88,25,153,108,0,37.9,Warning
SEG-08238,HYB-MAS,216.9,40.6,3.66,26.0,90,32,54,44,0,38.9,Warning
SEG-08239,ERS-MAS,100.1,36.1,2.04,45.3,92,36,33,197,0,46.5,Warning
SEG-08240,MAS-SBC,321.0,37.4,1.0,49.6,94,11,83,299,0,38.5,Warning
SEG-08241,MAS-NZM,273.3,32.3,1.83,41.5,96,37,156,209,0,45.6,Warning
SEG-08242,MAS-NZM-2,85.2,36.6,5.42,20.0,98,10,182,176,0,38.1,Warning
SEG-08243,ERS-MAS,332.1,31.7,3.03,29.7,101,38,21,275,0,47.8,Warning
SEG-08244,MAS-NZM,125.0,45.5,1.17,54.5,104,36,25,277,0,50.2,Warning
SEG-08245,ERS-MAS,228.2,48.8,2.0,38.8,109,27,118,236,0,43.2,Warning
SEG-08246,MAS-NZM-2,260.0,43.5,0.79,68.6,111,17,140,3,1,64.9,High
SEG-08247,TVC-LTT,8.0,44.0,2.24,39.9,114,7,172,360,0,40.6,Warning
SEG-08248,MAS-NZM-2,335.6,40.3,3.17,28.0,116,9,92,312,0,38.9,Warning
SEG-08249,MAS-NZM-2,120.6,33.9,1.68,44.1,118,35,197,344,0,50.8,Warning
SEG-08250,MAS-NZM-2,66.4,31.0,2.07,39.8,120,9,154,254,0,38.4,Warning
SEG-08251,ERS-MAS,297.7,37.7,1.32,45.2,122,36,82,36,0,42.3,Warning
SEG-08252,HYB-MAS,246.0,45.9,4.73,21.2,125,30,175,6,0,41.5,Warning
SEG-08253,MAS-NZM-2,30.4,50.1,2.31,36.1,127,31,21,330,0,48.7,Warning
SEG-08254,MAS-SBC,41.0,39.6,2.85,31.0,129,19,84,302,0,43.5,Warning
SEG-08255,MAS-SBC,250.3,38.2,2.66,37.1,131,23,120,20,0,38.9,Warning
SEG-08256,MAS-NZM,26.2,39.8,2.55,31.1,134,20,171,291,0,43.1,Warning
SEG-08257,HYB-MAS,321.0,39.4,0.98,56.8,136,6,57,162,0,38.6,Warning
SEG-08258,MAS-NZM,259.5,43.4,2.44,34.2,141,24,81,238,0,44.4,Warning
SEG-08259,MAS-SBC,117.4,45.6,2.53,39.7,144,22,138,47,0,40.8,Warning
SEG-08260,MAS-CBE,127.0,46.6,1.76,38.4,146,6,198,292,0,39.0,Warning
SEG-08261,MAS-SBC,177.3,43.9,0.95,48.0,148,24,71,16,0,39.2,Warning
SEG-08262,TVC-LTT,126.3,39.8,1.55,48.4,153,22,129,108,0,43.3,Warning
SEG-08263,MAS-NZM-2,274.2,50.0,4.38,23.9,158,18,93,177,0,44.1,Warning
SEG-08264,MAS-CBE,341.2,45.3,3.12,30.6,160,16,117,65,0,39.0,Warning
SEG-08265,MAS-SBC,204.6,39.5,1.33,49.5,165,36,82,63,0,48.0,Warning
SEG-08266,ERS-MAS,156.1,39.9,3.63,28.0,168,13,158,308,0,45.8,Warning
SEG-08267,ERS-MAS,78.0,47.3,3.78,24.1,173,37,67,73,0,47.9,Warning
SEG-08268,MAS-NZM,228.7,39.9,2.17,36.3,175,24,120,204,0,46.1,Warning
SEG-08269,MAS-CBE,240.0,41.4,1.94,39.8,177,19,197,254,0,46.3,Warning
SEG-08270,MAS-NZM,239.8,36.9,3.45,30.4,180,20,93,60,0,42.9,Warning
SEG-08271,MAS-NZM-2,9.4,47.7,2.03,38.4,185,27,57,101,0,45.5,Warning
SEG-08272,MAS-NZM-2,314.7,41.4,0.82,51.1,188,17,155,17,0,40.4,Warning
SEG-08273,TVC-LTT,118.3,41.8,1.14,52.6,190,16,25,195,0,46.5,Warning
SEG-08274,HYB-MAS,260.5,48.5,3.6,22.2,192,1,87,251,0,39.5,Warning
SEG-08275,MAS-NZM,265.9,49.2,2.75,29.2,195,21,153,38,0,41.3,Warning
SEG-08276,MAS-NZM-2,227.7,47.2,3.21,25.3,197,27,130,285,0,50.5,Warning
SEG-08277,MAS-NZM,138.2,32.0,1.26,52.8,200,1,51,31,0,37.6,Warning
SEG-08278,MAS-NZM-2,212.9,39.5,0.73,55.8,202,30,57,310,0,55.8,High
SEG-08279,MAS-SBC,14.1,37.5,1.72,46.4,207,20,134,358,0,53.5,Warning
SEG-08280,MAS-NZM,266.7,34.9,3.7,25.4,209,24,128,181,0,49.0,Warning
SEG-08281,MAS-SBC,34.9,48.8,2.53,39.1,211,2,83,282,0,44.9,Warning
SEG-08282,MAS-NZM,138.9,48.6,2.04,38.8,213,15,73,141,0,44.5,Warning
SEG-08283,HYB-MAS,36.3,40.1,2.74,33.6,218,29,132,245,0,53.3,Warning
SEG-08284,TVC-LTT,293.0,33.4,2.6,33.0,221,35,33,275,0,56.0,High
SEG-08285,ERS-MAS,192.6,30.9,2.81,33.3,0,13,83,224,0,29.6,Safe
SEG-08286,ERS-MAS,241.8,39.5,1.27,52.7,2,19,197,27,0,28.6,Safe
SEG-08287,ERS-MAS,238.9,31.4,2.97,32.8,4,1,194,250,0,26.4,Safe
SEG-08288,MAS-SBC,294.6,42.9,2.43,38.1,7,16,73,231,0,32.0,Warning
SEG-08289,MAS-CBE,46.4,42.8,2.75,33.8,9,3,38,13,0,20.7,Safe
SEG-08290,MAS-NZM-2,230.9,48.7,1.39,43.8,12,6,186,308,0,29.5,Safe
SEG-08291,ERS-MAS,201.3,34.6,2.97,35.8,14,31,145,98,0,35.3,Warning
SEG-08292,HYB-MAS,10.8,38.2,3.2,26.9,17,5,79,192,0,26.0,Safe
SEG-08293,ERS-MAS,70.5,47.9,1.52,39.9,19,26,180,186,0,33.3,Warning
SEG-08294,MAS-NZM,93.7,40.2,2.12,44.4,24,28,51,19,0,33.2,Warning
SEG-08295,MAS-SBC,25.4,31.9,2.08,38.5,27,15,55,339,0,35.2,Warning
SEG-08296,MAS-CBE,124.2,33.0,3.32,26.3,30,9,171,259,0,30.5,Warning
SEG-08297,MAS-NZM,9.5,47.0,1.56,39.0,32,22,190,67,0,29.4,Safe
SEG-08298,MAS-CBE,193.6,45.5,2.49,33.1,34,37,65,26,0,34.8,Warning
SEG-08299,MAS-NZM,74.0,48.1,1.55,45.6,37,21,194,6,0,30.0,Safe
SEG-08300,MAS-NZM,100.5,32.9,2.73,31.8,42,29,33,141,0,35.9,Warning
SEG-08301,TVC-LTT,318.7,45.8,2.27,37.6,44,26,192,238,0,38.2,Warning
SEG-08302,TVC-LTT,176.0,43.7,2.77,34.1,46,6,199,230,0,30.9,Warning
SEG-08303,MAS-NZM-2,94.2,35.2,2.75,31.1,49,11,137,27,0,26.4,Safe
SEG-08304,MAS-SBC,209.5,50.1,1.96,41.0,51,36,69,105,0,39.1,Warning
SEG-08305,HYB-MAS,70.6,42.0,1.97,50.7,53,20,84,344,0,43.1,Warning
SEG-08306,HYB-MAS,26.0,48.8,1.23,44.0,56,20,96,10,0,29.7,Safe
SEG-08307,HYB-MAS,7.3,47.7,2.22,42.5,61,27,83,272,0,42.3,Warning
SEG-08308,MAS-NZM,333.0,37.2,1.36,69.7,64,6,42,279,1,66.7,High
SEG-08309,TVC-LTT,253.6,41.3,1.36,45.3,67,33,144,303,0,44.3,Warning
SEG-08310,MAS-SBC,280.0,39.2,1.69,40.2,69,30,103,12,0,34.6,Warning
SEG-08311,MAS-NZM,343.3,44.7,1.73,39.7,72,34,89,156,0,40.2,Warning
SEG-08312,MAS-CBE,326.1,42.4,0.74,52.7,74,5,92,77,0,28.8,Safe
SEG-08313,TVC-LTT,257.9,46.3,2.1,38.5,77,16,111,18,0,30.8,Warning
SEG-08314,TVC-LTT,242.9,30.9,1.84,44.9,80,12,93,58,0,32.0,Warning
SEG-08315,ERS-MAS,117.9,44.4,3.32,30.6,83,12,173,130,0,33.8,Warning
SEG-08316,ERS-MAS,36.4,36.9,1.48,40.7,85,11,63,174,0,32.7,Warning
SEG-08317,MAS-SBC,200.8,35.1,1.72,40.0,90,21,95,87,0,35.0,Warning
SEG-08318,MAS-CBE,201.7,46.6,2.9,30.4,92,7,160,320,0,36.5,Warning
SEG-08319,MAS-SBC,333.3,32.3,2.31,39.3,94,34,138,343,0,48.7,Warning
SEG-08320,MAS-SBC,154.9,35.1,1.31,45.7,99,29,59,54,0,38.5,Warning
SEG-08321,MAS-NZM,241.8,34.7,1.66,47.7,101,6,23,78,0,32.4,Warning
SEG-08322,MAS-NZM-2,201.2,39.0,1.59,50.0,104,36,148,204,0,47.9,Warning
SEG-08323,MAS-SBC,61.9,37.0,1.14,44.9,106,34,25,270,0,46.1,Warning
SEG-08324,ERS-MAS,207.2,45.0,1.66,40.4,108,8,74,172,0,33.8,Warning
SEG-08325,MAS-NZM-2,189.0,44.5,1.32,46.0,113,37,85,38,0,42.3,Warning
SEG-08326,MAS-NZM,172.9,37.1,1.93,38.8,116,10,137,186,0,35.8,Warning
SEG-08327,MAS-NZM-2,179.7,39.2,2.07,34.2,119,16,165,361,0,41.9,Warning
SEG-08328,HYB-MAS,57.4,34.7,0.5,57.1,124,2,48,236,0,36.8,Warning
SEG-08329,MAS-CBE,162.2,43.9,0.91,52.2,127,19,72,16,0,37.0,Warning
SEG-08330,MAS-NZM-2,212.0,38.6,1.49,49.6,129,7,180,226,0,39.2,Warning
SEG-08331,MAS-SBC,171.3,33.3,1.96,39.0,131,2,150,338,0,38.3,Warning
SEG-08332,MAS-NZM,171.0,33.2,1.3,48.7,133,23,167,74,0,40.5,Warning
SEG-08333,MAS-CBE,27.1,37.1,2.1,44.0,136,31,151,211,0,48.3,Warning
SEG-08334,MAS-SBC,66.8,45.6,1.8,48.5,138,4,101,286,0,41.0,Warning
SEG-08335,MAS-CBE,112.3,31.2,1.69,47.3,141,16,155,324,0,46.0,Warning
SEG-08336,ERS-MAS,146.8,36.0,6.24,15.9,144,10,124,327,0,47.0,Warning
SEG-08337,HYB-MAS,207.9,34.0,1.64,48.8,147,21,105,336,0,49.1,Warning
SEG-08338,ERS-MAS,302.2,49.8,2.45,35.3,149,28,102,115,0,43.6,Warning
SEG-08339,MAS-SBC,55.7,44.8,3.33,28.5,152,12,175,247,0,41.8,Warning
SEG-08340,MAS-SBC,5.3,35.3,1.93,40.3,154,13,92,37,0,36.4,Warning
SEG-08341,MAS-SBC,157.2,34.8,1.82,38.1,157,17,118,55,0,37.5,Warning
SEG-08342,TVC-LTT,151.2,47.8,3.39,29.6,160,18,45,167,0,43.0,Warning
SEG-08343,HYB-MAS,193.2,34.4,1.99,40.6,162,10,53,177,0,40.0,Warning
SEG-08344,MAS-CBE,291.6,50.6,1.57,48.2,164,28,90,353,0,53.1,Warning
SEG-08345,MAS-SBC,280.8,36.3,2.57,40.4,169,13,113,191,0,43.7,Warning
SEG-08346,MAS-SBC,35.0,32.3,1.87,35.9,171,34,196,99,0,45.6,Warning
SEG-08347,MAS-CBE,326.9,44.4,2.52,35.7,176,6,108,112,0,37.7,Warning
SEG-08348,ERS-MAS,38.6,42.7,2.89,31.1,178,12,196,118,0,39.8,Warning
SEG-08349,ERS-MAS,222.1,50.5,1.65,42.7,180,29,46,162,0,47.9,Warning
SEG-08350,MAS-SBC,235.3,46.6,1.86,33.6,183,13,52,57,0,36.7,Warning
SEG-08351,MAS-NZM,238.0,39.1,1.25,48.1,186,26,91,353,0,53.1,Warning
SEG-08352,TVC-LTT,92.9,44.1,3.02,26.2,189,4,68,62,0,34.9,Warning
SEG-08353,ERS-MAS,115.6,46.8,1.88,36.9,192,15,82,39,0,38.9,Warning
SEG-08354,MAS-NZM,192.0,40.8,1.59,55.6,194,16,179,330,0,52.9,Warning
SEG-08355,TVC-LTT,69.9,35.9,1.29,50.3,196,19,38,323,0,51.3,Warning
SEG-08356,MAS-SBC,7.1,34.8,1.94,46.7,198,26,197,29,0,46.7,Warning
SEG-08357,HYB-MAS,196.8,36.4,1.02,59.4,200,32,41,227,0,56.2,High
SEG-08358,MAS-NZM-2,162.8,47.3,1.26,46.3,203,6,109,31,1,62.5,High
SEG-08359,MAS-NZM-2,229.9,38.2,2.21,37.4,0,6,86,316,0,29.1,Safe
SEG-08360,MAS-SBC,51.3,36.2,2.08,42.4,2,5,156,39,0,22.6,Safe
SEG-08361,ERS-MAS,294.3,46.6,2.17,35.8,5,2,182,1,0,18.7,Safe
SEG-08362,MAS-NZM,51.2,31.1,1.64,44.3,7,2,90,56,0,21.7,Safe
SEG-08363,HYB-MAS,312.0,42.3,1.08,62.5,9,37,98,357,0,47.8,Warning
SEG-08364,MAS-CBE,157.3,48.1,2.41,45.0,11,3,151,186,0,28.5,Safe
SEG-08365,TVC-LTT,192.4,39.0,1.33,49.0,13,6,56,91,0,25.3,Safe
SEG-08366,MAS-SBC,313.8,36.0,2.23,36.6,15,31,47,199,0,36.2,Warning
SEG-08367,HYB-MAS,105.0,40.6,3.89,22.8,18,5,156,171,0,26.2,Safe
SEG-08368,HYB-MAS,63.6,45.1,1.29,49.9,21,10,54,225,0,31.3,Warning
SEG-08369,ERS-MAS,156.0,41.1,2.13,42.1,23,27,131,182,0,36.5,Warning
SEG-08370,TVC-LTT,85.5,30.8,4.57,20.6,25,24,172,130,0,34.0,Warning
SEG-08371,HYB-MAS,184.7,32.2,2.71,33.6,27,22,28,142,0,32.6,Warning
SEG-08372,ERS-MAS,96.3,45.0,4.15,21.7,29,25,71,362,0,40.2,Warning
SEG-08373,MAS-NZM,302.6,38.6,1.63,44.8,31,3,164,131,0,26.1,Safe
SEG-08374,ERS-MAS,212.6,46.2,1.13,50.5,34,16,28,142,0,32.0,Warning
